"iteration steps","retained information l1 average"
"189","0.0045396409990060135"
"190","0.004522690053364011"
"191","0.004537910559430498"
"192","0.0045496306796408694"
"193","0.004525264425699553"
"194","0.004562480233812646"
"195","0.004554277567688145"
"196","0.004558112690979444"
"197","0.0045657345394603185"
"198","0.004559274246603854"
"199","0.004522820717641516"
"200","0.004516525107372545"
"201","0.004527372358962308"
"202","0.004556952840878068"
"203","0.004553144387326826"
"204","0.004540164901368589"
"205","0.0045437534460676925"
"206","0.004549263047499964"
"207","0.00456136277631804"
"208","0.004562444953909209"
"209","0.0045293249141844785"
"210","0.004512645976689481"
"211","0.00451536541484297"
"212","0.004499553982008686"
"213","0.0045199958487701945"
"214","0.00454309666780168"
"215","0.004502018477160527"
"216","0.004485900795340523"
"217","0.00448950601802291"
"218","0.004510404178423783"
"219","0.004515699025495324"
"220","0.004517824723935689"
"221","0.004504555912097965"
"222","0.004496878680405753"
"223","0.004472696662748489"
"224","0.004496687768147489"
"225","0.0045360656551105"
"226","0.0045079334648537965"
"227","0.004508028516775819"
"228","0.00449770010493503"
"229","0.004510482455906037"
"230","0.004532867646805203"
"231","0.004539052849900091"
"232","0.004504979524818685"
"233","0.004502934810152539"
"234","0.004500613005503476"
"235","0.004512804220269967"
"236","0.004490732685314183"
"237","0.00447271145230441"
"238","0.004489920464278553"
"239","0.00451362912697043"
"240","0.004510104764978829"
"241","0.004492519799886478"
"242","0.00448855908025169"
"243","0.004480977870579799"
"244","0.004507154093854867"
"245","0.004510156655863779"
"246","0.00449184925577334"
"247","0.004460853792271242"
"248","0.004487140218262622"
"249","0.00450039626240381"
"250","0.00450227837730949"
"251","0.004497308219054387"
"252","0.004490351301030697"
"253","0.004467164632134438"
"254","0.004444929072209097"
"255","0.004426926214838331"
"256","0.004443931377706406"
"257","0.004473179109035994"
"258","0.004502111717452614"
"259","0.004483748941878319"
"260","0.004463136972015926"
"261","0.004466069019798667"
"262","0.004450811180347427"
"263","0.004463321413523002"
"264","0.004448377324906103"
"265","0.0044434525342652974"
"266","0.004450094206313602"
"267","0.004478194777902064"
"268","0.00449924281520313"
"269","0.004487831453705971"
"270","0.004493625116901832"
"271","0.004494555335506487"
"272","0.004457623093209796"
"273","0.004438075430145985"
"274","0.004439701086640416"
"275","0.0044210915380417295"
"276","0.00445336323202385"
"277","0.004497364845439732"
"278","0.00448433639005698"
"279","0.004465110033402867"
"280","0.004427336336407503"
"281","0.004443276341661002"
"282","0.004445831418167075"
"283","0.004431279559143961"
"284","0.004446081053229318"
"285","0.004456192758168755"
"286","0.004470326592579776"
"287","0.0044578768016456044"
"288","0.004486164897778566"
"289","0.004438448563009625"
"290","0.004443255535491893"
"291","0.0044751467680533875"
"292","0.004463047304114911"
"293","0.004452157554705112"
"294","0.004435148538753911"
"295","0.0044301117068673975"
"296","0.00442280041775559"
"297","0.004441128773194004"
"298","0.004443532576641805"
"299","0.004456869011937631"
